claim_id,claim_date,claim_amount,policy_id
1833,2022-07-27,8817,8777
1834,2022-03-17,2435,7313
1835,2023-01-20,1196,3715
1836,2023-02-25,4840,199
1837,2021-12-19,8419,621
1838,2021-12-29,7206,1958
1839,2021-06-12,2523,6783
1840,2022-08-26,6103,176
1841,2021-06-08,9525,1793
1842,2021-08-27,8704,8270
1843,2021-04-01,982,500
1844,2021-10-02,1564,2305
1845,2022-11-09,254,6379
1846,2022-05-08,7235,897
1847,2022-11-29,8873,175
1848,2023-01-09,1873,8039
1849,2021-06-04,1170,3026
1850,2022-03-28,662,218
1851,2021-08-26,2944,3265
1852,2022-12-21,3948,6406
1853,2021-08-17,7221,5324
1854,2022-01-17,2458,5846
1855,2022-09-12,1654,1540
1856,2022-10-09,4975,1478
1857,2022-02-25,870,2652
1858,2022-02-10,3279,8556
1859,2022-01-15,7496,6045
1860,2022-03-10,3800,6969
1861,2022-11-20,1166,1948
1862,2023-01-13,1946,6348
1863,2022-07-26,7770,427
1864,2022-02-09,6161,4465
1865,2021-09-29,2390,1655
1866,2021-11-21,4992,5772
1867,2023-01-08,1658,3736
1868,2021-11-10,9925,8324
1869,2021-10-24,3074,5253
1870,2021-04-13,9004,2235
1871,2021-04-08,2475,155
1872,2021-05-16,4573,8675
1873,2022-11-11,4549,2464
1874,2023-01-01,5199,4578
1875,2021-10-01,2988,7254
1876,2021-05-09,9702,5456
1877,2021-11-14,1048,3629
1878,2021-08-23,1665,3187
1879,2022-09-20,2488,7113
1880,2022-11-11,5618,4710
1881,2021-10-25,3357,5757
1882,2022-01-24,5753,1807
1883,2021-04-05,8371,4354
1884,2023-03-15,876,8945
1885,2021-04-19,5603,1743
1886,2022-02-20,7074,3158
1887,2022-04-23,9088,97
1888,2022-08-23,7325,2557
1889,2021-08-13,5747,7218
1890,2021-04-20,3756,6353
1891,2022-05-08,9071,1983
1892,2023-02-22,8710,840
1893,2022-11-11,8412,6495
1894,2021-10-07,6296,1779
1895,2021-08-09,3330,1894
1896,2022-11-30,8171,8558
1897,2023-02-03,7806,1944
1898,2021-03-31,8622,6289
1899,2021-07-01,7101,7968
1900,2021-08-31,2510,8346
1901,2022-08-08,7983,7747
1902,2022-11-17,6400,6514
1903,2021-06-27,5411,7584
1904,2021-11-18,2541,5127
1905,2022-07-01,7411,8442
1906,2022-01-07,91,8419
1907,2022-11-21,511,8877
1908,2023-03-09,194,5637
1909,2021-03-19,2354,8472
1910,2023-03-11,5804,469
1911,2022-02-21,5344,8593
1912,2022-10-17,6905,6269
1913,2022-10-13,381,6631
1914,2022-09-29,5894,3707
1915,2021-07-24,7551,2205
1916,2022-07-26,2215,195
1917,2022-11-12,3114,7081
1918,2021-05-03,1126,585
1919,2022-06-04,8199,4249
1920,2022-01-12,9981,5408
1921,2021-09-06,6711,3767
1922,2021-11-04,735,7117
1923,2021-10-04,4029,1531
1924,2021-07-23,908,3275
1925,2022-06-06,6169,5119
1926,2022-02-15,225,5834
1927,2023-02-06,5191,5337
1928,2022-07-08,9866,8166
1929,2022-07-08,5898,6545
1930,2022-09-24,2726,7873
1931,2021-10-07,7854,7842
1932,2021-08-19,9207,4530
1933,2021-11-03,5351,1461
1934,2022-01-05,2424,7132
1935,2022-02-01,9826,5175
1936,2021-07-29,5078,2205
1937,2023-03-17,8773,7368
1938,2021-07-13,924,3818
1939,2023-02-19,7645,8440
1940,2022-06-28,4982,3103
1941,2021-09-17,4368,8696
1942,2021-12-19,5409,1702
1943,2022-05-13,6322,8965
1944,2021-05-28,2637,7006
1945,2022-04-30,6274,6313
1946,2021-06-09,8367,4763
1947,2022-01-03,637,1610
1948,2021-10-02,7881,7224
1949,2022-11-23,2994,1570
1950,2021-03-28,6812,7449
1951,2021-05-31,2978,4860
1952,2023-03-17,1248,7056
1953,2021-07-24,8335,3259
1954,2022-09-22,9152,2379
1955,2023-03-05,5442,5328
1956,2021-04-08,4791,144
1957,2022-01-28,1934,7287
1958,2022-03-20,943,6047
1959,2022-02-15,2282,4323
1960,2021-10-13,1379,7824
1961,2022-06-16,5462,5309
1962,2022-06-10,8197,6034
1963,2023-01-01,8152,8780
1964,2021-05-14,9210,6882
1965,2022-02-04,5980,2516
1966,2021-09-28,1686,3026
1967,2021-07-14,3165,2590
1968,2022-05-12,9732,535
1969,2021-05-12,7220,5175
1970,2023-01-16,2622,7296
1971,2021-04-13,5439,2596
1972,2023-02-01,3701,2381
1973,2021-04-17,9715,7666
1974,2023-03-08,6078,3516
1975,2023-02-14,786,3676
1976,2022-04-15,564,6600
1977,2022-10-15,7666,2840
1978,2021-12-16,5953,8337
1979,2022-12-24,9774,7745
1980,2022-06-24,5717,3626
1981,2022-09-07,4574,8855
1982,2022-05-03,1743,6496
1983,2021-10-31,2821,28
1984,2021-10-21,7836,2749
1985,2021-11-13,4540,5691
1986,2021-04-25,5756,928
1987,2021-04-11,3420,4078
1988,2022-11-19,3811,3027
1989,2022-10-13,4252,3444
1990,2021-11-09,8280,2378
1991,2021-12-26,2190,6908
1992,2022-05-20,8644,7220
1993,2022-10-01,9770,1735
1994,2022-01-11,8159,3018
1995,2021-12-05,8866,1812
1996,2023-03-10,1814,8888
1997,2022-08-04,3160,4011
1998,2021-06-12,3168,3209
1999,2022-03-15,3580,8193
2000,2022-05-25,6883,6684
2001,2021-07-16,459,13
2002,2022-12-25,2959,1411
2003,2022-10-30,2231,3105
2004,2021-03-19,7416,1089
2005,2021-08-13,814,8701
2006,2021-04-27,3386,2066
2007,2021-09-17,3199,687
2008,2021-06-03,1894,5290
2009,2023-01-19,9620,7399
2010,2021-04-14,3486,8955
2011,2021-05-17,7875,7351
2012,2022-01-04,5345,3247
2013,2022-11-03,8617,3442
2014,2022-05-28,9854,6504
2015,2023-01-24,4661,1238
2016,2022-09-08,1451,2530
2017,2022-04-08,3763,3636
2018,2021-10-20,6955,5515
2019,2021-08-30,1121,803
2020,2022-09-06,1208,2704
2021,2022-11-23,6270,1143
2022,2021-10-20,5514,8404
2023,2021-12-31,1409,7934
2024,2022-01-28,3158,8940
2025,2023-01-20,5240,948
2026,2021-06-10,2032,7256
2027,2021-11-01,3748,1388
2028,2022-05-21,1894,6614
2029,2023-03-15,5214,8836
2030,2022-01-01,7032,4173
2031,2022-05-10,1664,1043
2032,2021-09-02,2234,5461
2033,2022-01-21,8186,8384
2034,2022-06-06,7460,4163
2035,2022-09-08,3358,7185
2036,2022-10-26,2694,3121
2037,2022-03-09,8816,8746
2038,2021-09-16,9945,7204
2039,2021-05-09,1541,2791
2040,2021-08-10,1082,2316
2041,2021-06-16,8425,3545
2042,2021-08-14,5509,2588
2043,2022-01-22,4881,8448
2044,2022-03-26,3334,4149
2045,2021-06-22,1646,6841
2046,2021-06-28,3625,3836
2047,2021-08-19,6762,8011
2048,2023-03-07,2132,4741
2049,2023-02-21,2008,4932
2050,2022-01-30,3868,7508
2051,2021-12-22,8200,6154
2052,2023-02-15,7093,4580
2053,2021-11-18,7214,5218
2054,2022-10-13,2440,6107
2055,2021-09-05,8409,6112
2056,2022-06-06,8014,6428
2057,2021-09-11,6006,4654
2058,2021-09-04,2443,4397
2059,2022-04-02,5681,7046
2060,2022-12-11,1470,5415
2061,2022-09-10,5356,6211
2062,2022-07-01,8384,8212
2063,2022-12-04,4282,7713
2064,2021-08-17,5424,4108
2065,2022-07-06,1796,5781
2066,2021-06-05,2454,7510
2067,2021-10-25,8532,5107
2068,2021-11-10,1248,8648
2069,2021-07-12,5945,5037
2070,2021-09-06,1813,4285
2071,2021-07-16,8651,8745
2072,2021-09-17,8419,2307
2073,2021-07-10,1338,5982
2074,2021-11-10,9492,6981
2075,2022-09-28,6295,4156
2076,2021-08-12,7259,2916
2077,2021-08-17,5210,2336
2078,2022-02-15,9320,2970
2079,2021-10-18,8902,1557
2080,2021-11-26,4089,4716
2081,2023-02-07,3085,169
2082,2021-12-05,7241,82
2083,2022-05-26,4028,3062
2084,2022-02-22,9086,948
2085,2021-08-08,4974,8681
2086,2022-08-19,2940,7007
2087,2022-03-08,4631,7510
2088,2022-01-18,4619,5507
2089,2021-08-16,8629,8448
2090,2022-04-14,7248,4570
2091,2021-08-20,4479,7739
2092,2021-07-22,7315,2280
2093,2021-08-28,5371,2410
2094,2022-06-01,678,6383
2095,2022-05-28,7793,4151
2096,2021-09-17,5498,4056
2097,2021-07-21,4950,6647
2098,2021-10-25,4150,4648
2099,2021-10-18,5476,7812
2100,2023-01-26,4403,5569
2101,2021-10-13,305,7448
2102,2022-04-22,5322,3380
2103,2022-07-21,4636,4451
2104,2022-03-24,1210,2484
2105,2023-03-09,479,1180
2106,2021-12-28,9700,4544
2107,2022-12-01,318,5200
2108,2022-10-02,1147,4980
2109,2022-01-23,8396,4525
2110,2021-07-26,3311,6615
2111,2022-02-13,7031,5426
2112,2022-03-31,3041,8803
2113,2022-04-10,8053,5642
2114,2023-01-18,4519,3732
2115,2022-04-08,2220,1705
2116,2022-12-20,5464,102
2117,2021-07-20,9544,8449
2118,2021-11-22,7604,6695
2119,2022-07-18,4380,7029
2120,2021-04-11,5967,6353
2121,2022-03-22,89,6437
2122,2022-03-24,8731,7764
2123,2022-04-12,4824,7354
2124,2022-01-29,1510,5981
2125,2022-06-23,917,729
2126,2022-05-26,7022,5523
2127,2021-06-19,8454,2489
2128,2022-05-18,6653,1871
2129,2022-10-23,1946,5501
2130,2023-03-10,2394,6756
2131,2022-02-06,3894,2735
2132,2022-02-25,1461,5763
2133,2021-09-26,7448,3739
2134,2022-09-18,9497,5018
2135,2021-06-03,8450,2683
2136,2022-03-28,9944,8887
2137,2022-10-13,8027,4164
2138,2022-04-01,5360,255
2139,2021-07-08,7811,6549
2140,2021-03-29,7665,2703
2141,2022-09-30,2832,2210
2142,2022-11-16,809,2278
2143,2022-03-09,9895,8750
2144,2021-10-27,5456,5256
2145,2022-07-13,2124,6110
2146,2022-08-16,1194,8494
2147,2021-06-18,189,249
2148,2021-10-02,2907,2473
2149,2021-09-22,5510,2146
2150,2021-09-26,8083,6660
2151,2022-12-11,682,5782
2152,2022-07-26,2905,4997
2153,2021-09-19,8687,887
2154,2021-08-04,8358,4063
2155,2022-08-20,2208,1599
2156,2023-02-24,3291,5590
2157,2021-10-31,4817,7218
2158,2021-05-17,2807,672
2159,2021-10-28,8805,8734
2160,2022-07-27,9429,2778
2161,2021-07-05,7287,3072
2162,2022-06-15,4856,7385
2163,2022-12-03,8402,3743
2164,2022-08-08,9940,5097
2165,2023-02-26,1591,7669
2166,2022-02-26,6078,4071
2167,2022-04-24,9369,4095
2168,2023-02-14,3343,1844
2169,2022-07-30,5831,6025
2170,2021-12-14,9524,8353
2171,2022-03-03,3784,5130
2172,2021-10-26,7255,7564
2173,2022-06-11,4080,755
2174,2022-10-22,7948,5708
2175,2021-10-04,9196,2514
2176,2021-05-13,2433,667
2177,2023-02-04,7096,5564
2178,2022-07-10,4277,2680
2179,2022-11-24,1835,8686
2180,2022-06-16,2768,8220
2181,2021-03-27,4478,2868
2182,2022-02-14,6705,7089
2183,2021-10-26,3297,8555
2184,2021-05-23,1431,4983
2185,2022-08-27,6535,4329
2186,2022-06-08,3165,6909
2187,2022-04-29,1688,7660
2188,2021-09-28,8492,6569
2189,2023-01-16,2065,6050
2190,2022-01-01,9656,7950
2191,2022-09-03,524,7369
2192,2021-03-25,9559,7813
2193,2022-06-20,4166,212
2194,2021-06-15,5040,8850
2195,2022-04-16,9110,2067
2196,2022-08-25,8799,7900
2197,2021-07-26,281,8838
2198,2021-11-16,7884,7924
2199,2022-04-13,5837,7186
2200,2023-01-27,2939,146
2201,2022-06-06,9670,3489
2202,2022-10-30,1472,5173
2203,2022-10-12,5616,4958
2204,2021-04-20,8229,7128
2205,2021-05-28,2248,2994
2206,2023-01-01,9549,7504
2207,2023-03-06,1564,67
2208,2022-05-23,9412,3172
2209,2022-11-01,4874,6649
2210,2021-12-17,7354,6108
2211,2021-11-22,2467,3977
2212,2022-02-03,2579,1604
2213,2022-09-22,2295,1741
2214,2022-07-07,8936,3311
2215,2021-10-13,95,2239
2216,2021-11-03,9435,7405
2217,2022-10-19,7422,7640
2218,2022-03-20,1191,6979
2219,2021-12-05,2659,4527
2220,2021-12-07,160,6257
2221,2023-02-01,8164,8138
2222,2021-05-26,6697,3224
2223,2022-10-01,6004,6797
2224,2021-12-07,7363,1921
2225,2023-01-19,5468,6233
2226,2022-06-20,864,2314
2227,2021-03-24,1875,5904
2228,2022-12-29,1858,7840
2229,2022-12-01,861,4820
2230,2021-12-21,1814,2760
2231,2021-12-01,5652,2389
2232,2022-11-04,6442,6594
2233,2021-06-28,9689,2666
2234,2023-03-02,2922,3507
2235,2021-05-18,2020,4055
2236,2021-11-19,4560,2126
2237,2022-11-10,4386,4725
2238,2021-04-01,1257,8463
2239,2021-11-29,9897,7285
2240,2021-10-14,4362,5224
2241,2021-04-21,6668,3151
2242,2021-09-15,7446,5660
2243,2021-05-11,3709,7524
2244,2023-01-10,5770,6457
2245,2023-01-19,2315,1798
2246,2022-02-12,3476,1638
2247,2021-12-04,8200,8419
2248,2022-11-24,783,3654
2249,2021-04-21,3762,4099
2250,2021-06-14,9511,7399
2251,2021-04-01,7390,7679
2252,2021-04-14,7432,8498
2253,2023-03-01,953,7836
2254,2023-02-10,6287,8059
2255,2021-09-13,6706,1752
2256,2022-04-28,9241,8617
2257,2022-06-15,5343,4459
2258,2021-08-20,779,6953
2259,2022-05-22,779,2568
2260,2022-04-07,6548,1877
2261,2021-12-08,3509,4178
2262,2021-03-29,1511,6973
2263,2023-02-20,7053,398
2264,2021-10-08,3738,4164
2265,2022-06-19,9450,1932
2266,2021-09-01,8216,4060
2267,2022-05-26,8624,6550
2268,2021-07-07,5211,970
2269,2022-02-24,3305,4509
2270,2021-07-28,4286,2097
2271,2022-11-12,4158,2319
2272,2022-08-22,3821,1370
2273,2022-03-28,4590,4658
2274,2022-02-19,1919,90
2275,2022-03-01,8716,2966
2276,2023-02-12,5052,5117
2277,2021-10-30,6767,4477
2278,2022-10-25,5634,2401
2279,2022-06-29,3478,7366
2280,2022-11-10,8097,515
2281,2021-06-11,8150,5711
2282,2022-11-12,1465,4776
2283,2022-08-25,8660,8584
2284,2021-04-27,2253,3417
2285,2021-12-12,8010,6111
2286,2022-01-30,5676,7475
2287,2023-02-10,5713,8815
2288,2021-04-01,2241,8441
2289,2021-10-20,8229,6533
2290,2022-05-09,9997,7722
2291,2021-12-09,5664,4841
2292,2023-01-18,4350,1179
2293,2021-03-20,3462,3353
2294,2021-10-02,2948,1564
2295,2021-08-19,4365,5878
2296,2021-11-02,1623,3832
2297,2021-12-04,7132,6302
2298,2022-05-13,1445,735
2299,2022-07-07,4419,3318
2300,2023-01-07,6342,2746
2301,2021-09-29,7864,6268
2302,2022-06-10,3921,4013
2303,2023-02-08,3688,4678
2304,2021-09-10,1435,5557
2305,2022-09-29,4602,4051
2306,2022-10-19,7311,655
2307,2022-01-14,7893,7702
2308,2021-04-07,9245,6047
2309,2022-06-01,5824,5429
2310,2023-02-16,3039,2447
2311,2021-07-28,6917,5027
2312,2022-09-28,2181,2603
2313,2021-10-28,2280,7384
2314,2021-06-17,6527,6328
2315,2021-12-17,819,1498
2316,2021-12-27,1173,4683
2317,2022-04-08,131,7195
2318,2021-07-07,2571,1106
2319,2021-09-02,5848,1211
2320,2022-12-11,1064,480
2321,2022-07-25,4612,1300
2322,2023-02-17,1068,6438
2323,2022-07-10,8758,5773
2324,2021-06-18,5708,2212
2325,2021-06-29,5677,2219
2326,2021-05-22,4359,1716
2327,2021-08-30,1852,1061
2328,2021-10-25,2929,5407
2329,2021-12-02,9653,7169
2330,2021-06-22,7928,3630
2331,2022-01-30,8837,1162
2332,2021-06-14,1868,6281
2333,2022-10-12,1801,1513
2334,2022-03-07,9387,8543
2335,2021-07-15,3016,1443
2336,2022-12-09,8133,8834
2337,2022-09-27,4435,6899
2338,2021-05-07,3681,1979
2339,2021-05-06,7554,5844
2340,2022-02-14,9012,5958
2341,2022-04-03,874,2645
2342,2021-06-30,2279,6325
2343,2021-08-23,1863,7342
2344,2022-08-19,2189,207
2345,2021-05-17,2236,7827
2346,2021-04-04,8684,7139
2347,2022-12-05,2474,5261
2348,2022-05-08,566,3600
2349,2023-02-20,5012,2808
2350,2022-03-03,2300,5826
2351,2022-01-30,6552,6957
2352,2022-06-09,3626,147
2353,2022-07-06,2202,7378
2354,2022-08-20,4564,2161
2355,2021-10-13,656,7099
2356,2022-03-18,4390,2505
2357,2021-09-02,2755,2277
2358,2023-03-05,7722,2274
2359,2022-07-07,7111,4410
2360,2021-04-03,5742,3883
2361,2022-05-29,2673,1985
2362,2022-03-16,3250,3084
2363,2022-08-20,1922,720
2364,2021-04-16,2288,8004
2365,2022-08-09,2026,7331
2366,2022-05-21,5455,544
2367,2021-10-18,3184,8537
2368,2021-07-26,2285,5010
2369,2022-04-06,4319,5720
2370,2022-03-25,4109,8245
2371,2021-09-30,2417,8888
2372,2021-12-16,3146,1664
2373,2022-09-23,4530,4081
2374,2021-11-02,4591,6632
2375,2022-01-23,1117,3621
2376,2022-03-22,7808,233
2377,2023-01-08,5274,4330
2378,2021-05-04,9394,3139
2379,2021-03-24,5289,8078
2380,2021-04-04,5914,4008
2381,2022-09-28,293,101
2382,2022-02-14,223,7653
2383,2021-10-04,3019,4362
2384,2022-03-10,9726,425
2385,2022-01-12,1360,2767
2386,2022-01-23,8717,3468
2387,2021-07-29,8218,1019
2388,2022-08-11,3789,3623
2389,2021-11-23,8735,488
2390,2022-04-23,5533,5493
2391,2022-11-05,319,8145
2392,2021-10-20,3168,4461
2393,2022-09-07,1527,4276
2394,2022-01-28,8846,1276
2395,2023-02-25,1250,696
2396,2021-09-05,8776,5245
2397,2021-07-24,1573,8
2398,2022-05-11,6200,3278
2399,2022-02-04,2072,7631
2400,2023-01-04,4226,5436
2401,2021-12-25,4470,1110
2402,2022-03-26,610,4838
2403,2021-11-02,6592,6084
2404,2022-09-26,7445,4482
2405,2022-08-16,3809,5721
2406,2021-10-03,8028,3235
2407,2022-01-13,401,5861
2408,2023-03-12,241,4196
2409,2021-06-21,2078,4548
2410,2022-06-15,4900,2566
2411,2021-11-08,6964,366
2412,2023-02-28,3427,1437
2413,2022-11-09,7576,6297
2414,2021-05-11,6893,5461
2415,2021-03-19,263,7568
2416,2021-06-26,7060,6359
2417,2023-02-01,3734,8448
2418,2021-10-15,4145,855
2419,2022-12-03,166,8982
2420,2022-03-18,4107,484
2421,2021-10-13,3089,2625
2422,2022-08-22,3530,6760
2423,2021-04-20,3389,7906
2424,2022-03-27,2418,3917
2425,2022-10-02,4149,4421
2426,2021-10-10,5504,3469
2427,2022-07-30,9139,6038
2428,2021-08-21,2519,6376
2429,2022-05-27,3332,4825
2430,2022-10-09,1420,7836
2431,2021-09-20,6631,8512
2432,2023-03-06,7691,7921
2433,2021-05-07,5702,3307
2434,2021-05-01,4086,6084
2435,2021-12-19,9798,7173
2436,2022-11-09,976,7366
2437,2022-11-10,9710,1566
2438,2023-02-16,512,5093
2439,2022-05-09,8776,8276
2440,2022-05-04,1458,194
2441,2021-06-15,4438,269
2442,2021-06-24,9723,8000
2443,2023-01-03,5931,1584
2444,2021-06-09,6286,5313
2445,2021-11-01,4968,5270
2446,2021-10-31,3233,1632
2447,2022-10-14,8154,3136
2448,2023-01-17,6902,2355
2449,2021-10-12,4926,6403
2450,2022-07-17,1083,5075
2451,2021-07-15,1923,2171
2452,2022-08-21,3782,1850
2453,2022-09-04,8762,3527
2454,2022-11-22,1236,8656
2455,2022-07-06,8637,1326
2456,2022-10-22,6970,5663
2457,2022-04-30,8963,3956
2458,2021-04-05,605,5536
2459,2022-08-31,1437,7982
2460,2023-02-11,6667,4188
2461,2022-07-16,111,6898
2462,2023-02-15,9345,5239
2463,2022-11-11,6042,6312
2464,2021-07-21,636,583
2465,2023-03-17,7523,7339
2466,2022-08-03,4749,57
2467,2021-11-14,5525,7872
2468,2022-12-14,2364,1436
2469,2021-03-27,724,569
2470,2021-09-19,6772,6775
2471,2021-05-15,953,12
2472,2021-06-15,7274,3739
2473,2022-08-27,9490,6324
2474,2023-02-25,7766,518
2475,2021-04-08,5416,1435
2476,2021-04-06,579,3021
2477,2022-12-24,7863,5792
2478,2022-07-14,7794,1912
2479,2021-08-19,1239,3527
2480,2021-04-08,6210,1081
2481,2022-06-10,2178,8459
2482,2023-01-04,8262,4370
2483,2023-03-13,8804,1267
2484,2022-02-02,7470,941
2485,2021-08-30,7074,5312
2486,2021-11-17,6662,8122
2487,2022-10-30,2880,4864
2488,2022-01-30,9080,4158
2489,2021-04-11,9671,4969
2490,2023-02-09,6385,4315
2491,2021-11-14,4430,8501
2492,2022-07-15,4386,5485
2493,2022-11-20,5673,8902
2494,2022-01-09,2103,6658
2495,2022-05-29,4208,2029
2496,2021-08-31,4107,2335
2497,2022-07-24,5668,3366
2498,2021-08-14,1270,3111
2499,2022-01-31,2292,3983
2500,2021-06-23,6475,5080
2501,2022-10-02,3600,1451
2502,2022-07-30,1993,8887
2503,2021-03-26,5648,5033
2504,2022-02-25,8671,7314
2505,2022-05-04,5580,3730
2506,2021-12-22,6414,4163
2507,2022-09-15,4154,8018
2508,2022-11-22,5750,5361
2509,2022-04-18,6069,1079
2510,2021-03-27,197,6323
2511,2021-08-19,6165,6383
2512,2022-10-23,460,1470
2513,2022-05-13,528,6089
2514,2023-02-16,7192,8646
2515,2021-09-09,5463,4172
2516,2022-05-23,6243,3780
2517,2021-07-26,7808,932
2518,2022-01-03,5926,3522
2519,2022-02-02,5928,4296
2520,2021-12-07,7062,2439
2521,2021-11-18,6377,8692
2522,2022-11-13,5311,5730
2523,2023-03-13,5094,3718
2524,2022-11-06,3802,2497
2525,2022-07-18,878,3583
2526,2022-03-06,3383,5008
2527,2022-07-28,9887,1279
2528,2021-12-21,4229,2297
2529,2021-05-20,5283,8336
2530,2022-09-25,3104,3659
2531,2023-01-21,4769,4768
2532,2021-12-07,9654,8647
2533,2023-01-09,9881,7051
2534,2021-04-28,3967,4569
2535,2022-05-08,7539,1947
2536,2022-06-08,6574,3558
2537,2021-08-19,1983,4202
2538,2022-02-09,5909,2142
2539,2022-04-20,8062,6339
2540,2021-09-25,213,7093
2541,2022-02-16,5913,4825
2542,2021-09-06,9851,6480
2543,2021-07-15,8296,8433
2544,2023-02-12,2477,5863
2545,2022-08-17,3185,8533
2546,2023-01-12,5374,640
2547,2023-01-14,8323,2955
2548,2021-10-03,8741,8213
2549,2023-02-28,5617,3968
2550,2022-06-22,1778,6719
2551,2021-12-19,8924,8842
2552,2021-11-16,4063,6979
2553,2021-10-09,8579,7625
2554,2022-04-27,2068,6024
2555,2021-10-12,8453,344
2556,2022-11-24,1894,8360
2557,2021-03-27,6587,8030
2558,2022-09-24,2787,5687
2559,2023-02-02,4574,6099
2560,2022-09-19,843,8727
2561,2022-12-02,472,7738
2562,2022-12-24,7192,4492
2563,2021-10-11,8417,1991
2564,2021-12-30,5799,5421
2565,2022-12-22,9505,1862
2566,2022-04-14,9406,6731
2567,2021-11-01,3722,3128
2568,2023-03-05,9688,5407
2569,2022-08-06,512,8727
2570,2022-02-17,2879,4195
2571,2022-03-26,4403,1869
2572,2021-04-30,1295,8176
2573,2023-02-14,9702,5448
2574,2022-04-30,4249,6950
2575,2023-02-04,6677,5888
2576,2023-02-12,9706,1107
2577,2022-07-22,2785,7569
2578,2022-02-14,4127,5047
2579,2023-03-07,4782,4968
2580,2021-08-28,1118,1561
2581,2022-02-26,4199,2692
2582,2023-02-12,130,737
2583,2021-11-07,2859,4783
2584,2023-01-10,942,5762
2585,2023-02-18,4799,2058
2586,2021-08-05,6644,3835
2587,2021-05-13,8756,4411
2588,2023-01-26,5826,4216
2589,2021-04-24,353,4509
2590,2023-03-13,3608,7727
2591,2021-11-11,114,7579
2592,2021-08-18,2653,6578
2593,2023-01-21,1544,2291
2594,2022-05-28,7289,3814
2595,2021-03-24,5075,3614
2596,2021-05-18,3052,4342
2597,2021-12-30,8186,8324
2598,2022-10-01,5010,7772
2599,2022-05-24,8572,4261
2600,2022-05-16,535,6018
2601,2021-09-30,2904,8442
2602,2021-09-03,4203,8914
2603,2022-05-17,7096,673
2604,2022-08-15,3672,1766
2605,2021-08-07,7150,1764
2606,2021-12-24,5227,955
2607,2022-03-14,2344,8536
2608,2022-03-27,4424,6944
2609,2021-03-25,4176,1104
2610,2022-08-18,5892,4327
2611,2023-01-10,6767,6150
2612,2022-11-11,5009,589
2613,2022-09-11,4781,1619
2614,2021-06-19,3912,3117
2615,2021-08-17,5793,785
2616,2022-08-14,623,1201
2617,2022-11-27,2065,4816
2618,2021-07-16,3176,2696
2619,2022-10-13,9214,7547
2620,2023-01-17,8768,1056
2621,2021-10-10,130,7102
2622,2022-10-11,4375,1139
2623,2022-02-09,7796,6371
2624,2022-08-02,5355,8449
2625,2021-04-06,9420,4059
2626,2022-01-13,9278,6445
2627,2022-12-12,8163,8421
2628,2022-09-23,9226,8651
2629,2021-12-15,6291,7115
2630,2021-03-30,8337,5818
2631,2022-12-18,5183,2866
2632,2021-07-01,6438,8330
2633,2021-03-24,7422,8810
2634,2021-05-17,3627,1922
2635,2022-11-15,3996,6887
2636,2021-07-19,5568,8664
2637,2022-12-04,8244,1387
2638,2021-11-05,1621,6992
2639,2021-06-30,1679,2568
2640,2021-04-28,3346,2322
2641,2022-12-16,1591,4146
2642,2021-12-03,4158,8789
2643,2022-01-01,8707,198
2644,2022-10-16,3875,5355
2645,2022-10-03,834,6746
2646,2021-05-19,4368,8682
2647,2022-03-16,7458,4927
2648,2021-05-24,8902,3753
2649,2022-11-02,9164,2232
2650,2021-11-21,858,285
2651,2023-02-26,6303,7342
2652,2022-11-15,4066,4876
2653,2022-07-10,883,5373
2654,2022-02-25,6828,7871
2655,2023-02-16,821,8902
2656,2021-11-17,1173,7701
2657,2022-03-13,7639,4424
2658,2021-09-14,3219,969
2659,2021-11-26,4352,447
2660,2023-02-17,5131,6770
2661,2021-10-02,1451,7062
2662,2023-02-27,5464,6701
2663,2021-10-13,7121,7950
2664,2022-06-26,4962,5695
2665,2022-03-24,4189,4944
2666,2022-10-01,5888,3683
2667,2021-11-20,6803,3499
2668,2021-11-21,2359,3863
2669,2022-04-17,213,91
2670,2022-11-12,5757,5524
2671,2021-05-13,4539,2794
2672,2023-02-11,7216,266
2673,2022-05-06,6317,8961
2674,2022-02-19,7108,7209
2675,2021-06-06,3227,5908
2676,2022-02-26,6928,8674
2677,2021-12-14,7722,7876
2678,2022-03-24,4772,4196
2679,2021-08-08,1183,6589
2680,2022-06-06,7936,5935
2681,2022-11-30,4365,3432
2682,2022-04-30,417,313
2683,2022-07-21,3794,8394
2684,2021-04-06,1727,7838
2685,2021-10-06,6999,7616
2686,2021-09-02,6784,3108
2687,2022-05-27,8653,7955
2688,2022-06-15,5679,7982
2689,2022-03-09,9875,69
2690,2021-12-10,4977,6831
2691,2021-08-06,8475,6831
2692,2021-10-23,683,6694
2693,2021-03-28,6860,2007
2694,2022-07-20,9620,2260
2695,2022-04-27,1522,7090
2696,2022-07-12,1124,2331
2697,2022-11-03,5409,8836
2698,2021-11-03,6478,7412
2699,2021-12-27,6280,2487
2700,2022-02-06,9442,5061
2701,2022-08-19,3722,2019
2702,2022-09-05,6368,6234
2703,2022-09-27,9719,1622
2704,2021-09-27,6002,4703
2705,2022-02-05,5985,3955
2706,2022-02-28,2316,6121
2707,2021-07-02,2123,2769
2708,2021-08-14,7179,1738
2709,2022-10-19,6191,1595
2710,2022-12-01,5644,3482
2711,2022-11-26,5727,4117
2712,2021-05-30,4562,2411
2713,2021-04-11,2546,5683
2714,2021-11-24,1928,875
2715,2022-06-02,8153,7379
