policy_id,policy_type,policy_start_date,policy_end_date,premium_amount,customer_id
3712,AUTO_INSURANCE,2024-01-11,2026-04-24,2880,2909
3713,AUTO_INSURANCE,2023-07-11,2027-04-09,2882,4584
3714,AUTO_INSURANCE,2022-05-16,2026-11-04,4269,1488
3715,AUTO_INSURANCE,2022-06-22,2026-10-31,4287,2514
3716,HEALTH_INSURANCE,2023-07-23,2027-04-18,2495,6980
3717,LIFE_INSURANCE,2023-05-14,2025-01-24,1872,5405
3718,AUTO_INSURANCE,2023-09-13,2027-04-02,3381,1232
3719,HEALTH_INSURANCE,2022-09-09,2026-10-17,3612,5291
3720,LIFE_INSURANCE,2022-07-29,2025-04-02,2367,3572
3721,AUTO_INSURANCE,2022-04-17,2027-02-25,4943,6799
3722,LIFE_INSURANCE,2023-03-14,2024-05-06,2501,6289
3723,AUTO_INSURANCE,2023-06-29,2028-02-16,2582,5294
3724,LIFE_INSURANCE,2022-04-04,2026-04-02,4145,4483
3725,HEALTH_INSURANCE,2023-08-10,2025-10-09,2623,2531
3726,AUTO_INSURANCE,2022-05-03,2026-12-16,2475,4977
3727,HEALTH_INSURANCE,2022-06-06,2028-01-15,2078,8842
3728,HEALTH_INSURANCE,2023-07-12,2026-05-31,1861,5947
3729,AUTO_INSURANCE,2022-10-02,2025-11-29,4803,3298
3730,HEALTH_INSURANCE,2022-09-24,2026-06-02,774,2665
3731,AUTO_INSURANCE,2024-03-09,2025-10-22,3886,9036
3732,AUTO_INSURANCE,2023-09-12,2026-03-29,1248,3375
3733,HEALTH_INSURANCE,2023-02-25,2024-05-26,1271,4913
3734,LIFE_INSURANCE,2023-09-04,2027-04-01,4753,1478
3735,HEALTH_INSURANCE,2023-06-09,2027-12-05,1486,8143
3736,AUTO_INSURANCE,2023-07-18,2025-06-21,3622,8420
3737,AUTO_INSURANCE,2023-01-01,2025-11-23,3897,8369
3738,HEALTH_INSURANCE,2023-08-05,2025-12-29,2227,7505
3739,AUTO_INSURANCE,2022-11-04,2024-05-17,1846,9668
3740,HEALTH_INSURANCE,2024-02-03,2025-12-09,4146,1191
3741,AUTO_INSURANCE,2023-09-06,2025-10-09,4676,2475
3742,LIFE_INSURANCE,2022-03-31,2027-05-25,1915,5249
3743,LIFE_INSURANCE,2022-08-13,2026-05-21,1521,8518
3744,AUTO_INSURANCE,2023-08-12,2025-03-23,3773,338
3745,HEALTH_INSURANCE,2023-10-20,2026-01-15,3306,1385
3746,LIFE_INSURANCE,2023-10-13,2027-11-19,2607,8578
3747,AUTO_INSURANCE,2022-12-22,2026-05-06,3486,2629
3748,AUTO_INSURANCE,2022-12-16,2027-09-03,1713,7096
3749,LIFE_INSURANCE,2023-01-20,2026-12-13,4631,9476
3750,AUTO_INSURANCE,2023-10-05,2025-01-21,2858,316
3751,HEALTH_INSURANCE,2022-06-20,2024-04-07,722,1443
3752,AUTO_INSURANCE,2022-05-27,2026-06-25,839,2431
3753,AUTO_INSURANCE,2022-07-11,2025-02-20,1204,7023
3754,LIFE_INSURANCE,2023-10-14,2025-10-10,608,5258
3755,HEALTH_INSURANCE,2023-05-11,2024-10-03,3772,7770
3756,LIFE_INSURANCE,2024-01-31,2025-07-18,1477,3616
3757,LIFE_INSURANCE,2023-06-24,2027-03-25,4057,8295
3758,HEALTH_INSURANCE,2022-06-02,2025-01-27,3163,8646
3759,LIFE_INSURANCE,2023-11-03,2026-04-26,4488,2119
3760,AUTO_INSURANCE,2023-09-28,2028-01-12,4031,3252
3761,HEALTH_INSURANCE,2022-07-17,2027-08-31,3902,2095
3762,LIFE_INSURANCE,2023-01-09,2028-01-04,2867,3786
3763,AUTO_INSURANCE,2022-07-17,2025-05-31,2602,5065
3764,HEALTH_INSURANCE,2022-06-05,2027-02-21,1151,86
3765,LIFE_INSURANCE,2023-04-07,2026-03-18,1689,2543
3766,LIFE_INSURANCE,2022-12-05,2024-11-07,3512,9015
3767,HEALTH_INSURANCE,2022-07-13,2026-08-08,785,7708
3768,LIFE_INSURANCE,2023-07-22,2024-04-08,4669,2698
3769,LIFE_INSURANCE,2023-02-06,2025-07-01,2756,7459
3770,HEALTH_INSURANCE,2024-01-16,2027-09-06,4800,4990
3771,AUTO_INSURANCE,2022-08-17,2026-12-26,4737,6436
3772,HEALTH_INSURANCE,2022-12-15,2026-11-22,580,951
3773,LIFE_INSURANCE,2023-10-20,2027-06-21,4949,4778
3774,HEALTH_INSURANCE,2022-04-27,2025-01-21,584,4892
3775,HEALTH_INSURANCE,2024-01-31,2026-07-28,4894,5062
3776,LIFE_INSURANCE,2022-09-04,2025-04-08,2979,4072
3777,HEALTH_INSURANCE,2024-01-05,2026-03-24,3578,4198
3778,AUTO_INSURANCE,2023-04-11,2026-07-22,4117,5620
3779,LIFE_INSURANCE,2023-02-07,2025-02-10,2817,9740
3780,LIFE_INSURANCE,2022-05-28,2024-08-20,4855,56
3781,HEALTH_INSURANCE,2023-02-21,2028-03-16,3837,7067
3782,AUTO_INSURANCE,2022-10-10,2027-05-05,511,8483
3783,HEALTH_INSURANCE,2023-11-20,2024-06-11,4272,1718
3784,HEALTH_INSURANCE,2023-03-20,2026-06-30,2597,5007
3785,LIFE_INSURANCE,2024-01-19,2024-04-07,4306,6730
3786,LIFE_INSURANCE,2023-09-18,2025-12-09,2542,6118
3787,AUTO_INSURANCE,2023-05-16,2024-05-26,4422,4488
3788,LIFE_INSURANCE,2022-05-20,2024-07-03,3032,1707
3789,HEALTH_INSURANCE,2023-05-15,2025-11-08,856,4285
3790,LIFE_INSURANCE,2023-02-17,2027-02-03,4360,2369
3791,LIFE_INSURANCE,2024-03-04,2028-01-18,2308,3337
3792,LIFE_INSURANCE,2023-11-12,2027-10-15,4882,1693
3793,HEALTH_INSURANCE,2023-04-30,2027-01-27,1269,826
3794,HEALTH_INSURANCE,2023-06-30,2025-02-09,4760,4895
3795,AUTO_INSURANCE,2023-03-06,2024-10-03,2941,4927
3796,LIFE_INSURANCE,2022-11-16,2025-01-14,4899,2783
3797,LIFE_INSURANCE,2024-01-03,2024-05-23,3666,611
3798,HEALTH_INSURANCE,2023-01-17,2027-12-10,3799,1053
3799,LIFE_INSURANCE,2023-12-16,2025-12-22,3577,5309
3800,LIFE_INSURANCE,2022-10-18,2028-03-18,2282,4440
3801,HEALTH_INSURANCE,2023-12-09,2028-02-04,2995,1263
3802,LIFE_INSURANCE,2023-01-21,2024-11-18,3744,5225
3803,AUTO_INSURANCE,2022-08-07,2026-11-21,3706,2323
3804,HEALTH_INSURANCE,2022-04-08,2028-01-25,1326,8884
3805,LIFE_INSURANCE,2023-11-10,2027-09-28,2470,8441
3806,LIFE_INSURANCE,2022-11-29,2025-02-24,3830,3988
3807,HEALTH_INSURANCE,2022-06-25,2027-12-21,3351,5322
3808,AUTO_INSURANCE,2022-08-21,2025-12-24,4613,5819
3809,AUTO_INSURANCE,2022-07-07,2026-07-13,2952,6984
3810,HEALTH_INSURANCE,2023-12-10,2026-07-12,4956,2734
3811,LIFE_INSURANCE,2023-12-14,2024-04-17,4997,3121
3812,LIFE_INSURANCE,2023-05-19,2024-06-13,2106,4333
3813,LIFE_INSURANCE,2023-03-18,2024-09-22,1310,836
3814,AUTO_INSURANCE,2022-10-03,2024-10-10,2955,6467
3815,LIFE_INSURANCE,2022-08-03,2028-03-18,3729,3855
3816,HEALTH_INSURANCE,2023-12-05,2026-11-25,3244,4950
3817,LIFE_INSURANCE,2024-03-15,2024-09-17,784,9748
3818,HEALTH_INSURANCE,2024-03-09,2024-06-11,2347,2405
3819,LIFE_INSURANCE,2022-07-05,2025-06-27,2189,1414
3820,LIFE_INSURANCE,2023-10-13,2024-07-03,4012,5649
3821,AUTO_INSURANCE,2024-02-15,2024-09-02,2340,1005
3822,LIFE_INSURANCE,2023-03-16,2027-09-15,1026,8319
3823,HEALTH_INSURANCE,2022-09-13,2026-03-30,2804,750
3824,LIFE_INSURANCE,2024-02-25,2024-10-08,1727,7337
3825,HEALTH_INSURANCE,2023-09-21,2025-09-22,3344,5438
3826,LIFE_INSURANCE,2023-07-02,2026-06-27,2159,4114
3827,LIFE_INSURANCE,2023-06-18,2026-01-16,4034,868
3828,LIFE_INSURANCE,2022-08-15,2024-12-04,3988,2445
3829,AUTO_INSURANCE,2022-07-07,2024-07-25,3342,7881
3830,AUTO_INSURANCE,2023-07-29,2025-09-27,1653,3594
3831,HEALTH_INSURANCE,2023-01-17,2027-05-09,3204,8735
3832,HEALTH_INSURANCE,2023-07-14,2024-07-08,3935,1526
3833,LIFE_INSURANCE,2023-01-12,2026-06-29,3562,7949
3834,LIFE_INSURANCE,2022-12-16,2027-01-03,3815,2438
3835,HEALTH_INSURANCE,2022-10-04,2025-05-05,3270,609
3836,AUTO_INSURANCE,2023-10-10,2026-05-11,1870,7273
3837,HEALTH_INSURANCE,2023-10-31,2026-12-08,2454,722
3838,AUTO_INSURANCE,2023-04-04,2027-09-05,2521,5647
3839,AUTO_INSURANCE,2023-07-24,2024-10-26,740,4820
3840,HEALTH_INSURANCE,2022-06-13,2027-01-18,3383,449
3841,AUTO_INSURANCE,2023-11-09,2026-04-05,541,9458
3842,LIFE_INSURANCE,2022-10-01,2027-02-24,3977,9001
3843,AUTO_INSURANCE,2023-08-16,2024-05-07,534,6597
3844,HEALTH_INSURANCE,2022-09-05,2025-11-19,732,9483
3845,LIFE_INSURANCE,2023-11-10,2025-05-15,983,188
3846,LIFE_INSURANCE,2022-04-07,2025-07-27,4565,695
3847,HEALTH_INSURANCE,2023-06-09,2024-09-05,1686,3033
3848,AUTO_INSURANCE,2023-12-15,2027-02-18,2128,4128
3849,LIFE_INSURANCE,2022-11-17,2026-10-08,2552,4247
3850,LIFE_INSURANCE,2023-09-25,2025-11-14,3605,7667
3851,HEALTH_INSURANCE,2024-01-21,2026-10-11,2014,9130
3852,HEALTH_INSURANCE,2022-09-20,2027-02-21,2568,8722
3853,HEALTH_INSURANCE,2023-03-04,2025-10-23,1494,7488
3854,HEALTH_INSURANCE,2023-07-07,2027-03-30,3828,1669
3855,AUTO_INSURANCE,2022-04-04,2024-05-08,2787,7155
3856,LIFE_INSURANCE,2023-05-15,2026-07-16,2566,9179
3857,LIFE_INSURANCE,2023-04-03,2024-06-24,4704,185
3858,HEALTH_INSURANCE,2022-12-21,2025-12-16,781,6181
3859,HEALTH_INSURANCE,2022-12-21,2027-09-09,1044,8460
3860,LIFE_INSURANCE,2022-10-01,2024-10-16,2605,8604
3861,HEALTH_INSURANCE,2022-11-23,2024-08-21,4158,201
3862,HEALTH_INSURANCE,2022-12-06,2024-07-24,3472,1537
3863,AUTO_INSURANCE,2022-04-13,2027-10-09,3925,9999
3864,AUTO_INSURANCE,2023-12-14,2025-08-08,4394,4021
3865,HEALTH_INSURANCE,2022-09-21,2027-06-09,2360,6206
3866,LIFE_INSURANCE,2023-04-17,2026-08-14,4104,3276
3867,AUTO_INSURANCE,2022-12-04,2027-01-04,3664,3877
3868,AUTO_INSURANCE,2023-01-29,2024-10-12,2095,4091
3869,AUTO_INSURANCE,2024-03-17,2024-05-28,1311,6526
3870,HEALTH_INSURANCE,2024-03-09,2024-12-14,2356,5890
3871,HEALTH_INSURANCE,2022-11-04,2026-11-30,3292,8656
3872,HEALTH_INSURANCE,2023-01-23,2024-07-14,4509,5100
3873,LIFE_INSURANCE,2022-12-24,2027-05-26,2948,3369
3874,LIFE_INSURANCE,2022-07-31,2025-06-21,4694,587
3875,HEALTH_INSURANCE,2022-04-08,2025-10-01,3183,3719
3876,HEALTH_INSURANCE,2023-05-27,2025-07-31,4920,1600
3877,AUTO_INSURANCE,2022-12-22,2024-11-07,3672,2586
3878,AUTO_INSURANCE,2023-07-27,2026-09-14,4139,7178
3879,HEALTH_INSURANCE,2022-05-05,2025-10-18,1508,1387
3880,AUTO_INSURANCE,2024-03-12,2025-11-20,1509,7234
3881,LIFE_INSURANCE,2023-05-25,2027-02-22,1805,5875
3882,AUTO_INSURANCE,2023-12-25,2026-09-06,1469,4567
3883,AUTO_INSURANCE,2022-12-24,2026-02-26,3879,6609
3884,HEALTH_INSURANCE,2023-11-17,2027-04-25,2636,2091
3885,HEALTH_INSURANCE,2024-02-10,2027-10-21,961,342
3886,HEALTH_INSURANCE,2022-08-16,2024-11-04,3837,8480
3887,HEALTH_INSURANCE,2023-09-08,2026-05-26,4308,8357
3888,LIFE_INSURANCE,2024-03-09,2026-12-05,3435,9969
3889,AUTO_INSURANCE,2023-04-01,2026-05-24,3786,5493
3890,LIFE_INSURANCE,2022-08-19,2025-07-03,4417,2472
3891,HEALTH_INSURANCE,2023-03-02,2025-05-27,3511,2728
3892,AUTO_INSURANCE,2022-06-19,2027-09-17,2101,569
3893,LIFE_INSURANCE,2023-11-21,2024-09-16,4022,4627
3894,AUTO_INSURANCE,2022-04-03,2025-07-04,4048,4970
3895,HEALTH_INSURANCE,2022-04-22,2027-12-31,4240,7635
3896,AUTO_INSURANCE,2023-07-13,2026-05-08,4112,7773
3897,AUTO_INSURANCE,2023-04-13,2026-07-05,3462,503
3898,LIFE_INSURANCE,2022-06-04,2024-09-18,620,5661
3899,AUTO_INSURANCE,2022-10-31,2024-10-29,3447,7462
3900,AUTO_INSURANCE,2022-04-17,2025-10-04,1307,2077
3901,HEALTH_INSURANCE,2023-05-30,2026-08-29,3580,2299
3902,HEALTH_INSURANCE,2022-05-03,2025-06-05,4164,1934
3903,HEALTH_INSURANCE,2023-03-20,2025-02-27,2663,4033
3904,LIFE_INSURANCE,2023-09-19,2027-11-25,1257,5662
3905,LIFE_INSURANCE,2023-09-06,2026-06-28,3289,3864
3906,AUTO_INSURANCE,2022-09-09,2025-06-19,1438,3928
3907,AUTO_INSURANCE,2022-12-26,2025-12-29,3067,4355
3908,HEALTH_INSURANCE,2023-11-27,2024-06-28,502,4746
3909,LIFE_INSURANCE,2023-05-03,2025-07-27,1576,4929
3910,LIFE_INSURANCE,2022-04-20,2024-03-29,3861,927
3911,AUTO_INSURANCE,2022-04-19,2025-06-03,3365,6709
3912,LIFE_INSURANCE,2024-01-11,2027-09-01,4835,5743
3913,HEALTH_INSURANCE,2023-07-29,2026-11-14,1709,1219
3914,HEALTH_INSURANCE,2024-03-12,2027-01-04,2382,508
3915,AUTO_INSURANCE,2022-11-15,2025-03-05,4011,4330
3916,HEALTH_INSURANCE,2022-04-11,2024-09-30,3061,5229
3917,LIFE_INSURANCE,2022-10-10,2024-11-26,1228,6726
3918,LIFE_INSURANCE,2023-02-01,2027-04-08,2650,2815
3919,LIFE_INSURANCE,2023-01-21,2025-02-06,2451,4117
3920,AUTO_INSURANCE,2023-06-07,2025-07-22,4270,3972
3921,HEALTH_INSURANCE,2023-02-07,2026-07-13,4205,7345
3922,HEALTH_INSURANCE,2023-03-20,2027-03-08,3504,2594
3923,AUTO_INSURANCE,2023-05-06,2026-06-03,4136,6705
3924,AUTO_INSURANCE,2022-08-27,2026-07-29,1729,1747
3925,AUTO_INSURANCE,2023-08-06,2026-10-24,4059,1129
3926,AUTO_INSURANCE,2023-08-15,2025-07-29,3074,1472
3927,LIFE_INSURANCE,2023-10-04,2027-01-16,2594,5720
3928,AUTO_INSURANCE,2022-04-07,2027-05-20,3646,7878
3929,AUTO_INSURANCE,2022-08-03,2024-03-31,4320,2118
3930,HEALTH_INSURANCE,2022-08-04,2026-02-05,2617,5065
3931,LIFE_INSURANCE,2023-06-05,2027-02-27,811,7035
3932,AUTO_INSURANCE,2022-06-22,2025-08-01,677,2579
3933,HEALTH_INSURANCE,2023-11-16,2027-07-28,2160,5948
3934,LIFE_INSURANCE,2023-09-30,2024-12-23,2354,3780
3935,AUTO_INSURANCE,2023-12-27,2026-09-03,2510,5016
3936,LIFE_INSURANCE,2024-02-28,2025-09-28,2807,2504
3937,HEALTH_INSURANCE,2022-07-13,2024-05-16,615,4962
3938,LIFE_INSURANCE,2022-12-06,2027-09-21,2353,6829
3939,AUTO_INSURANCE,2022-10-13,2025-03-03,3225,5693
3940,HEALTH_INSURANCE,2023-02-19,2026-08-17,2945,1760
3941,LIFE_INSURANCE,2023-01-24,2026-07-13,1469,770
3942,LIFE_INSURANCE,2023-06-23,2025-10-05,1706,2337
3943,AUTO_INSURANCE,2023-09-20,2024-04-17,710,6842
3944,LIFE_INSURANCE,2024-03-16,2025-11-13,3771,2274
3945,HEALTH_INSURANCE,2023-03-28,2025-08-05,1530,5621
3946,HEALTH_INSURANCE,2023-09-10,2027-05-07,2104,6915
3947,LIFE_INSURANCE,2023-12-17,2026-11-29,3575,7454
3948,HEALTH_INSURANCE,2023-09-14,2026-02-05,4411,986
3949,HEALTH_INSURANCE,2023-05-30,2026-02-22,3993,9690
3950,LIFE_INSURANCE,2023-01-23,2025-05-30,1449,939
3951,LIFE_INSURANCE,2022-10-27,2026-08-20,2225,7926
3952,AUTO_INSURANCE,2023-08-29,2024-04-29,1625,7183
3953,LIFE_INSURANCE,2023-01-26,2026-01-31,2013,1755
3954,LIFE_INSURANCE,2022-05-09,2027-06-08,4697,8597
3955,LIFE_INSURANCE,2023-11-12,2025-11-13,3174,6097
3956,HEALTH_INSURANCE,2023-09-16,2027-02-01,3642,5391
3957,LIFE_INSURANCE,2024-01-04,2025-11-08,2516,3239
3958,LIFE_INSURANCE,2023-04-12,2026-08-02,1309,6814
3959,LIFE_INSURANCE,2023-03-01,2026-02-11,1353,4523
3960,LIFE_INSURANCE,2024-03-02,2027-01-30,1268,6220
3961,HEALTH_INSURANCE,2022-04-15,2024-06-12,3307,9821
3962,LIFE_INSURANCE,2023-07-25,2025-12-02,1409,8387
3963,HEALTH_INSURANCE,2023-05-17,2027-07-09,4114,1147
3964,LIFE_INSURANCE,2022-08-08,2025-09-30,4317,29
3965,HEALTH_INSURANCE,2022-07-05,2025-08-13,644,58
3966,HEALTH_INSURANCE,2023-05-18,2027-11-03,3552,6563
3967,HEALTH_INSURANCE,2023-10-22,2024-09-10,3640,1657
3968,LIFE_INSURANCE,2023-10-28,2025-03-20,767,8240
3969,AUTO_INSURANCE,2023-11-14,2027-11-10,2354,8674
3970,LIFE_INSURANCE,2023-01-22,2025-10-06,709,8735
3971,AUTO_INSURANCE,2023-09-06,2026-09-09,926,2367
3972,HEALTH_INSURANCE,2022-06-25,2025-01-08,4496,4631
3973,AUTO_INSURANCE,2023-07-20,2025-05-01,645,1198
3974,HEALTH_INSURANCE,2022-09-10,2027-01-23,2872,615
3975,AUTO_INSURANCE,2023-03-10,2024-09-09,1810,1415
3976,AUTO_INSURANCE,2023-08-01,2027-04-16,1745,7967
3977,HEALTH_INSURANCE,2023-10-03,2027-11-03,616,1504
3978,HEALTH_INSURANCE,2022-11-20,2026-04-17,4302,4293
3979,LIFE_INSURANCE,2022-04-09,2026-11-22,873,9485
3980,HEALTH_INSURANCE,2022-12-09,2026-09-13,746,7648
3981,LIFE_INSURANCE,2022-08-07,2026-10-12,1146,154
3982,LIFE_INSURANCE,2023-08-04,2025-01-06,1711,4188
3983,AUTO_INSURANCE,2023-06-26,2027-12-16,2186,5007
3984,HEALTH_INSURANCE,2022-07-09,2027-04-26,2094,6372
3985,HEALTH_INSURANCE,2023-11-11,2027-07-05,2509,7078
3986,LIFE_INSURANCE,2023-05-21,2027-07-24,4246,6660
3987,LIFE_INSURANCE,2022-10-21,2024-04-08,4606,8730
3988,AUTO_INSURANCE,2023-09-20,2024-10-28,2484,3187
3989,HEALTH_INSURANCE,2022-07-26,2026-12-29,4292,1299
3990,HEALTH_INSURANCE,2023-07-19,2025-10-07,3529,6630
3991,AUTO_INSURANCE,2022-03-20,2027-03-11,2131,6193
3992,AUTO_INSURANCE,2023-03-12,2027-04-29,1107,5707
3993,LIFE_INSURANCE,2023-06-11,2026-08-21,3699,7254
3994,HEALTH_INSURANCE,2023-09-18,2024-07-21,4530,8517
3995,LIFE_INSURANCE,2022-10-10,2024-04-17,2534,3013
3996,AUTO_INSURANCE,2022-05-06,2026-12-20,2844,9674
3997,AUTO_INSURANCE,2022-10-13,2027-04-28,904,7527
3998,HEALTH_INSURANCE,2023-03-13,2025-07-19,4316,206
3999,AUTO_INSURANCE,2023-07-26,2024-03-28,2807,3037
4000,AUTO_INSURANCE,2022-10-24,2025-12-26,2372,2540
4001,AUTO_INSURANCE,2023-01-06,2025-07-04,1557,4190
4002,HEALTH_INSURANCE,2023-01-04,2026-07-19,2341,4136
4003,HEALTH_INSURANCE,2022-10-20,2027-12-04,2326,2616
4004,LIFE_INSURANCE,2022-04-20,2025-03-08,2326,9258
4005,AUTO_INSURANCE,2022-12-24,2027-07-26,3590,3357
4006,AUTO_INSURANCE,2023-01-24,2025-03-19,4821,1223
4007,LIFE_INSURANCE,2022-05-13,2026-06-16,1752,1175
4008,LIFE_INSURANCE,2023-06-24,2024-07-16,3698,391
4009,AUTO_INSURANCE,2022-08-26,2024-09-18,3332,867
4010,LIFE_INSURANCE,2022-08-29,2025-04-15,1506,3917
4011,HEALTH_INSURANCE,2023-07-23,2025-11-01,849,1423
4012,HEALTH_INSURANCE,2022-04-16,2026-11-19,4820,9999
4013,HEALTH_INSURANCE,2023-07-07,2026-07-27,3859,2375
4014,HEALTH_INSURANCE,2024-03-01,2027-08-27,4922,551
4015,AUTO_INSURANCE,2022-11-05,2027-05-23,2375,5015
4016,HEALTH_INSURANCE,2022-11-26,2026-01-11,2288,2808
4017,LIFE_INSURANCE,2022-10-16,2027-01-31,1011,3446
4018,AUTO_INSURANCE,2022-03-19,2025-03-06,3899,9460
4019,AUTO_INSURANCE,2023-09-27,2024-05-09,2875,9163
4020,AUTO_INSURANCE,2022-11-23,2025-12-11,2117,1826
4021,HEALTH_INSURANCE,2023-07-27,2024-10-18,2945,606
4022,LIFE_INSURANCE,2022-07-16,2028-02-11,4319,8045
4023,LIFE_INSURANCE,2023-06-06,2026-04-23,2697,1974
4024,LIFE_INSURANCE,2023-06-13,2027-12-06,2256,1478
4025,HEALTH_INSURANCE,2022-09-14,2026-05-09,3269,1842
4026,AUTO_INSURANCE,2022-05-10,2027-01-13,945,973
4027,LIFE_INSURANCE,2022-09-06,2024-05-24,2978,7601
4028,HEALTH_INSURANCE,2023-01-10,2025-12-21,2967,5419
4029,AUTO_INSURANCE,2023-07-17,2027-01-01,4235,6849
4030,AUTO_INSURANCE,2022-09-12,2027-03-19,2376,313
4031,AUTO_INSURANCE,2023-09-20,2025-02-02,1301,218
4032,LIFE_INSURANCE,2022-07-08,2027-05-22,1494,1584
4033,HEALTH_INSURANCE,2023-08-23,2025-10-08,3886,9781
4034,AUTO_INSURANCE,2023-02-10,2025-08-13,3073,428
4035,AUTO_INSURANCE,2022-08-04,2024-04-17,4095,248
4036,HEALTH_INSURANCE,2022-11-01,2025-10-15,4665,9895
4037,LIFE_INSURANCE,2022-05-28,2026-12-24,2573,4464
4038,HEALTH_INSURANCE,2023-08-23,2024-11-03,3902,5925
4039,LIFE_INSURANCE,2023-08-01,2026-06-13,2735,9346
4040,HEALTH_INSURANCE,2023-08-09,2027-06-05,4318,8271
4041,LIFE_INSURANCE,2023-12-12,2028-01-03,4811,7662
4042,AUTO_INSURANCE,2023-07-20,2027-05-30,892,4205
4043,HEALTH_INSURANCE,2023-01-24,2027-12-28,4162,8189
4044,LIFE_INSURANCE,2023-06-23,2024-12-09,3019,7406
4045,HEALTH_INSURANCE,2023-02-05,2025-12-03,641,9833
4046,LIFE_INSURANCE,2022-09-17,2024-07-10,1763,8274
4047,HEALTH_INSURANCE,2023-01-19,2024-09-03,4308,1679
4048,HEALTH_INSURANCE,2022-06-09,2026-09-27,3800,2722
4049,AUTO_INSURANCE,2023-11-13,2025-10-08,2478,5628
4050,LIFE_INSURANCE,2023-03-08,2025-11-17,1914,3166
4051,HEALTH_INSURANCE,2023-02-01,2026-01-16,3173,9196
4052,AUTO_INSURANCE,2022-07-21,2025-08-20,4843,7525
4053,HEALTH_INSURANCE,2022-05-22,2025-08-21,3902,750
4054,AUTO_INSURANCE,2022-11-13,2025-01-17,2939,3049
4055,AUTO_INSURANCE,2023-11-06,2025-05-21,1028,7779
4056,AUTO_INSURANCE,2023-07-19,2024-09-12,1308,7500
4057,LIFE_INSURANCE,2022-03-28,2026-02-09,3177,218
4058,AUTO_INSURANCE,2023-11-03,2026-12-19,2974,1377
4059,HEALTH_INSURANCE,2022-07-16,2024-08-09,2391,2266
4060,HEALTH_INSURANCE,2024-01-11,2028-01-18,2991,1085
4061,LIFE_INSURANCE,2022-08-17,2027-10-24,3168,662
4062,LIFE_INSURANCE,2022-08-21,2028-03-03,2079,880
4063,HEALTH_INSURANCE,2023-10-07,2027-04-19,3933,5441
4064,LIFE_INSURANCE,2022-09-28,2026-01-08,1954,5033
4065,HEALTH_INSURANCE,2022-05-05,2026-02-28,2326,7485
4066,HEALTH_INSURANCE,2022-05-12,2027-12-09,1032,3025
4067,HEALTH_INSURANCE,2023-12-20,2024-08-05,1840,1993
4068,HEALTH_INSURANCE,2023-01-31,2026-08-24,2075,4458
4069,AUTO_INSURANCE,2023-03-03,2025-05-05,4612,1594
4070,HEALTH_INSURANCE,2023-06-09,2024-10-28,3075,2168
4071,LIFE_INSURANCE,2023-03-26,2024-07-21,3139,6606
4072,LIFE_INSURANCE,2023-08-19,2024-05-15,3220,1521
4073,LIFE_INSURANCE,2023-03-16,2027-12-04,2557,4826
4074,HEALTH_INSURANCE,2022-12-19,2025-05-29,4980,1687
4075,LIFE_INSURANCE,2022-12-22,2026-02-01,4421,6109
4076,AUTO_INSURANCE,2022-06-03,2026-08-19,3606,4137
4077,LIFE_INSURANCE,2024-02-12,2026-11-23,3655,8281
4078,LIFE_INSURANCE,2022-04-13,2028-02-12,1620,9067
4079,LIFE_INSURANCE,2023-06-28,2026-03-11,2348,6271
4080,AUTO_INSURANCE,2022-08-17,2028-01-20,2666,7801
4081,AUTO_INSURANCE,2023-03-03,2026-09-29,3268,4352
4082,HEALTH_INSURANCE,2023-03-04,2024-08-28,4615,2591
4083,HEALTH_INSURANCE,2022-12-02,2027-01-10,507,206
4084,AUTO_INSURANCE,2022-07-03,2026-07-12,1389,7620
4085,HEALTH_INSURANCE,2023-08-13,2025-08-21,4792,4311
4086,HEALTH_INSURANCE,2022-12-08,2025-03-30,2780,5215
4087,HEALTH_INSURANCE,2022-11-18,2026-12-05,2043,5137
4088,HEALTH_INSURANCE,2022-12-07,2027-10-18,1053,3046
4089,LIFE_INSURANCE,2022-08-30,2027-01-08,578,2889
4090,LIFE_INSURANCE,2022-06-25,2026-04-22,798,755
4091,HEALTH_INSURANCE,2022-08-03,2026-08-14,1094,4258
4092,HEALTH_INSURANCE,2022-12-26,2026-12-28,2512,3848
4093,LIFE_INSURANCE,2023-07-02,2027-03-31,3622,1279
4094,LIFE_INSURANCE,2023-05-28,2026-11-01,1462,2829
4095,AUTO_INSURANCE,2023-10-13,2024-08-06,1599,790
4096,HEALTH_INSURANCE,2023-07-26,2026-03-19,1010,7672
4097,LIFE_INSURANCE,2024-02-21,2024-08-31,2919,187
4098,LIFE_INSURANCE,2022-08-22,2026-02-03,4995,7796
4099,LIFE_INSURANCE,2022-10-08,2027-09-23,2694,4821
4100,LIFE_INSURANCE,2022-06-20,2027-07-15,1632,9087
4101,HEALTH_INSURANCE,2023-07-10,2024-03-23,1176,7487
4102,AUTO_INSURANCE,2024-03-16,2027-11-24,4839,3136
4103,AUTO_INSURANCE,2023-08-11,2026-10-22,2163,5470
4104,AUTO_INSURANCE,2023-03-21,2027-09-03,4030,8310
4105,LIFE_INSURANCE,2023-10-29,2024-08-30,4497,2702
4106,HEALTH_INSURANCE,2022-07-09,2026-06-05,4320,3763
4107,LIFE_INSURANCE,2024-01-13,2025-02-15,2281,4994
4108,HEALTH_INSURANCE,2023-12-06,2025-09-17,743,720
